Step,Scaffold,SMILES,EXP 4 - Tanimoto,total_score,ID
160.0,c1ccc(CN2CCc3ccccc32)cc1,c1ccc(CN2CCc3ccccc32)cc1,1.0,1.0,Automated Curriculum Learning Demo_0
261.0,CCc1ccccc1N(CC)Cc1ccccc1,CCc1ccccc1N(CC)Cc1ccccc1,0.800000011920929,0.800000011920929,Automated Curriculum Learning Demo_1
215.0,Cc1cccc(CN2CCc3ccccc32)c1,Cc1cccc(CN2CCc3ccccc32)c1,0.7887324094772339,0.7887324094772339,Automated Curriculum Learning Demo_2
255.0,O=c1cccc(CN2CCc3ccccc32)cc1,O=c1cccc(CN2CCc3ccccc32)cc1,0.7837837934494019,0.7837837934494019,Automated Curriculum Learning Demo_3
369.0,N=c1cccc(CN2CCc3ccccc32)cc1,N=c1cccc(CN2CCc3ccccc32)cc1,0.7837837934494019,0.7837837934494019,Automated Curriculum Learning Demo_4
303.0,O=c1ccccc(CN2CCc3ccccc32)c1,O=c1ccccc(CN2CCc3ccccc32)c1,0.7837837934494019,0.7837837934494019,Automated Curriculum Learning Demo_5
641.0,N=c1ccccc(CN2CCc3ccccc32)c1,N=c1ccccc(CN2CCc3ccccc32)c1,0.7837837934494019,0.7837837934494019,Automated Curriculum Learning Demo_6
628.0,S=c1ccccc(CN2CCc3ccccc32)c1,S=c1ccccc(CN2CCc3ccccc32)c1,0.7837837934494019,0.7837837934494019,Automated Curriculum Learning Demo_7
246.0,c1ccc(CN2CCCc3ccccc32)cc1,c1ccc(CN2CCCc3ccccc32)cc1,0.7777777910232544,0.7777777910232544,Automated Curriculum Learning Demo_8
277.0,Fc1ccc(CN2CCc3ccccc32)cc1,Fc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_9
270.0,Oc1ccc(CN2CCc3ccccc32)cc1,Oc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_10
680.0,[O-]c1ccc(CN2CCc3ccccc32)cc1,[O-]c1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_11
275.0,Brc1ccc(CN2CCc3ccccc32)cc1,Brc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_12
341.0,Nc1ccc(CN2CCc3ccccc32)cc1,Nc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_13
274.0,Clc1ccc(CN2CCc3ccccc32)cc1,Clc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_14
232.0,Cc1ccc(CN2CCc3ccccc32)cc1,Cc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_15
284.0,Oc1cccc(CN2CCc3ccccc32)c1,Oc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_16
637.0,Sc1cccc(CN2CCc3ccccc32)c1,Sc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_17
329.0,Nc1cccc(CN2CCc3ccccc32)c1,Nc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_18
278.0,Brc1cccc(CN2CCc3ccccc32)c1,Brc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_19
248.0,Cc1ccccc1CN1CCc2ccccc21,Cc1ccccc1CN1CCc2ccccc21,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_20
291.0,Clc1cccc(CN2CCc3ccccc32)c1,Clc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_21
665.0,[O-]c1cccc(CN2CCc3ccccc32)c1,[O-]c1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_22
295.0,Fc1cccc(CN2CCc3ccccc32)c1,Fc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_23
511.0,N=c1cccccc1CN1CCc2ccccc21,N=c1cccccc1CN1CCc2ccccc21,0.7599999904632568,0.7599999904632568,Automated Curriculum Learning Demo_24
256.0,O=c1cccccc1CN1CCc2ccccc21,O=c1cccccc1CN1CCc2ccccc21,0.7599999904632568,0.7599999904632568,Automated Curriculum Learning Demo_25
319.0,c1ccc(CCN2Cc3ccccc32)cc1,c1ccc(CCN2Cc3ccccc32)cc1,0.7571428418159485,0.7571428418159485,Automated Curriculum Learning Demo_26
400.0,OC1Cc2ccccc2N(Cc2ccccc2)C1,OC1Cc2ccccc2N(Cc2ccccc2)C1,0.7567567825317383,0.7567567825317383,Automated Curriculum Learning Demo_27
307.0,CC1Cc2ccccc2N(Cc2ccccc2)C1,CC1Cc2ccccc2N(Cc2ccccc2)C1,0.7567567825317383,0.7567567825317383,Automated Curriculum Learning Demo_28
571.0,CCCN(Cc1ccccc1)c1ccccc1CC,CCCN(Cc1ccccc1)c1ccccc1CC,0.7567567825317383,0.7567567825317383,Automated Curriculum Learning Demo_29
543.0,ON=c1cccc(CN2CCc3ccccc32)cc1,ON=c1cccc(CN2CCc3ccccc32)cc1,0.7532467246055603,0.7532467246055603,Automated Curriculum Learning Demo_30
497.0,CN=c1cccc(CN2CCc3ccccc32)cc1,CN=c1cccc(CN2CCc3ccccc32)cc1,0.7532467246055603,0.7532467246055603,Automated Curriculum Learning Demo_31
380.0,CN=c1ccccc(CN2CCc3ccccc32)c1,CN=c1ccccc(CN2CCc3ccccc32)c1,0.7532467246055603,0.7532467246055603,Automated Curriculum Learning Demo_32
436.0,ON=c1ccccc(CN2CCc3ccccc32)c1,ON=c1ccccc(CN2CCc3ccccc32)c1,0.7532467246055603,0.7532467246055603,Automated Curriculum Learning Demo_33
255.0,Cc1ccc2c(c1)CCN2Cc1ccccc1,Cc1ccc2c(c1)CCN2Cc1ccccc1,0.75,0.75,Automated Curriculum Learning Demo_34
309.0,OCc1cccc(CN2CCc3ccccc32)c1,OCc1cccc(CN2CCc3ccccc32)c1,0.746666669845581,0.746666669845581,Automated Curriculum Learning Demo_35
349.0,O=Cc1cccc(CN2CCc3ccccc32)c1,O=Cc1cccc(CN2CCc3ccccc32)c1,0.746666669845581,0.746666669845581,Automated Curriculum Learning Demo_36
