Step,Scaffold,SMILES,EXP 4 - Tanimoto,total_score,ID
698.0,c1ccc(CN2CCc3ccccc32)cc1,c1ccc(CN2CCc3ccccc32)cc1,1.0,1.0,Automated Curriculum Learning Demo_0
698.0,CCc1ccccc1N(CC)Cc1ccccc1,CCc1ccccc1N(CC)Cc1ccccc1,0.800000011920929,0.800000011920929,Automated Curriculum Learning Demo_1
698.0,Cc1cccc(CN2CCc3ccccc32)c1,Cc1cccc(CN2CCc3ccccc32)c1,0.7887324094772339,0.7887324094772339,Automated Curriculum Learning Demo_2
699.0,N=c1cccc(CN2CCc3ccccc32)cc1,N=c1cccc(CN2CCc3ccccc32)cc1,0.7837837934494019,0.7837837934494019,Automated Curriculum Learning Demo_3
698.0,O=c1cccc(CN2CCc3ccccc32)cc1,O=c1cccc(CN2CCc3ccccc32)cc1,0.7837837934494019,0.7837837934494019,Automated Curriculum Learning Demo_4
698.0,O=c1ccccc(CN2CCc3ccccc32)c1,O=c1ccccc(CN2CCc3ccccc32)c1,0.7837837934494019,0.7837837934494019,Automated Curriculum Learning Demo_5
698.0,c1ccc(CN2CCCc3ccccc32)cc1,c1ccc(CN2CCCc3ccccc32)cc1,0.7777777910232544,0.7777777910232544,Automated Curriculum Learning Demo_6
698.0,Cc1ccc(CN2CCc3ccccc32)cc1,Cc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_7
698.0,Clc1ccc(CN2CCc3ccccc32)cc1,Clc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_8
698.0,Brc1ccc(CN2CCc3ccccc32)cc1,Brc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_9
698.0,Fc1ccc(CN2CCc3ccccc32)cc1,Fc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_10
698.0,Nc1ccc(CN2CCc3ccccc32)cc1,Nc1ccc(CN2CCc3ccccc32)cc1,0.7746478915214539,0.7746478915214539,Automated Curriculum Learning Demo_11
698.0,Fc1cccc(CN2CCc3ccccc32)c1,Fc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_12
698.0,Clc1cccc(CN2CCc3ccccc32)c1,Clc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_13
699.0,Nc1cccc(CN2CCc3ccccc32)c1,Nc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_14
699.0,Brc1cccc(CN2CCc3ccccc32)c1,Brc1cccc(CN2CCc3ccccc32)c1,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_15
698.0,Cc1ccccc1CN1CCc2ccccc21,Cc1ccccc1CN1CCc2ccccc21,0.7638888955116272,0.7638888955116272,Automated Curriculum Learning Demo_16
698.0,O=c1cccccc1CN1CCc2ccccc21,O=c1cccccc1CN1CCc2ccccc21,0.7599999904632568,0.7599999904632568,Automated Curriculum Learning Demo_17
699.0,[O-]Cc1cccc(CN2CCc3ccccc32)c1,[O-]Cc1cccc(CN2CCc3ccccc32)c1,0.746666669845581,0.746666669845581,Automated Curriculum Learning Demo_18
699.0,NCc1cccc(CN2CCc3ccccc32)c1,NCc1cccc(CN2CCc3ccccc32)c1,0.746666669845581,0.746666669845581,Automated Curriculum Learning Demo_19
698.0,N#Cc1ccc(CN2CCc3ccccc32)cc1,N#Cc1ccc(CN2CCc3ccccc32)cc1,0.7432432174682617,0.7432432174682617,Automated Curriculum Learning Demo_20
699.0,CCc1ccc(CN2CCc3ccccc32)cc1,CCc1ccc(CN2CCc3ccccc32)cc1,0.7432432174682617,0.7432432174682617,Automated Curriculum Learning Demo_21
699.0,COc1ccc(CN2CCc3ccccc32)cc1,COc1ccc(CN2CCc3ccccc32)cc1,0.7432432174682617,0.7432432174682617,Automated Curriculum Learning Demo_22
699.0,Brc1ccccc1CN1CCc2ccccc21,Brc1ccccc1CN1CCc2ccccc21,0.7397260069847107,0.7397260069847107,Automated Curriculum Learning Demo_23
698.0,Fc1ccccc1CN1CCc2ccccc21,Fc1ccccc1CN1CCc2ccccc21,0.7397260069847107,0.7397260069847107,Automated Curriculum Learning Demo_24
698.0,Clc1ccccc1CN1CCc2ccccc21,Clc1ccccc1CN1CCc2ccccc21,0.7397260069847107,0.7397260069847107,Automated Curriculum Learning Demo_25
698.0,CN(C)c1ccc(CN2CCc3ccccc32)cc1,CN(C)c1ccc(CN2CCc3ccccc32)cc1,0.7236841917037964,0.7236841917037964,Automated Curriculum Learning Demo_26
699.0,C=C(C)c1ccc(CN2CCc3ccccc32)cc1,C=C(C)c1ccc(CN2CCc3ccccc32)cc1,0.7236841917037964,0.7236841917037964,Automated Curriculum Learning Demo_27
698.0,COc1ccccc1CN1CCc2ccccc21,COc1ccccc1CN1CCc2ccccc21,0.701298713684082,0.701298713684082,Automated Curriculum Learning Demo_28
698.0,c1ccc(CCN2CCc3ccccc32)cc1,c1ccc(CCN2CCc3ccccc32)cc1,0.6842105388641357,0.6842105388641357,Automated Curriculum Learning Demo_29
